year,state,state_po,first_place_party,first_place_vote_share,second_place_party,second_place_vote_share,republican_candidates,democrat_candidates,libertarian_candidates,other_candidates,republican_candidates_writein,democrat_candidates_writein,libertarian_candidates_writein,other_candidates_writein
1984,ALABAMA,AL,REPUBLICAN,0.6054,DEMOCRAT,0.3828,1,1,1,4,0,0,0,0
1984,ALASKA,AK,REPUBLICAN,0.6665,DEMOCRAT,0.2987,1,1,1,1,0,0,0,0
1984,ARIZONA,AZ,REPUBLICAN,0.6642,DEMOCRAT,0.3254,1,1,1,1,0,0,0,0
1984,ARKANSAS,AR,REPUBLICAN,0.6047,DEMOCRAT,0.3829,1,1,1,7,0,0,0,0
1984,CALIFORNIA,CA,REPUBLICAN,0.5752,DEMOCRAT,0.4127,1,1,1,2,0,0,0,0
1984,COLORADO,CO,REPUBLICAN,0.6344,DEMOCRAT,0.3512,1,1,1,5,0,0,0,0
1984,CONNECTICUT,CT,REPUBLICAN,0.6073,DEMOCRAT,0.3883,1,1,0,3,0,0,0,0
1984,DELAWARE,DE,REPUBLICAN,0.5978,DEMOCRAT,0.3993,1,1,1,3,0,0,0,0
1984,DISTRICT OF COLUMBIA,DC,DEMOCRAT,0.8538,REPUBLICAN,0.1373,1,1,1,6,0,0,0,0
1984,FLORIDA,FL,REPUBLICAN,0.6532,DEMOCRAT,0.3466,1,1,0,1,0,0,0,0
1984,GEORGIA,GA,REPUBLICAN,0.6017,DEMOCRAT,0.3979,1,1,0,1,0,0,0,0
1984,HAWAII,HI,REPUBLICAN,0.551,DEMOCRAT,0.4382,1,1,1,2,0,0,0,0
1984,IDAHO,ID,REPUBLICAN,0.7236,DEMOCRAT,0.2639,1,1,1,1,0,0,0,0
1984,ILLINOIS,IL,REPUBLICAN,0.5617,DEMOCRAT,0.433,1,1,1,6,0,0,0,0
1984,INDIANA,IN,REPUBLICAN,0.6167,DEMOCRAT,0.3768,1,1,1,1,0,0,0,0
1984,IOWA,IA,REPUBLICAN,0.5327,DEMOCRAT,0.4589,1,1,1,6,0,0,0,0
1984,KANSAS,KS,REPUBLICAN,0.6627,DEMOCRAT,0.326,1,1,1,3,0,0,0,0
1984,KENTUCKY,KY,REPUBLICAN,0.6001,DEMOCRAT,0.394,1,1,0,7,0,0,0,0
1984,LOUISIANA,LA,REPUBLICAN,0.6077,DEMOCRAT,0.3818,1,1,1,5,0,0,0,0
1984,MAINE,ME,REPUBLICAN,0.6083,DEMOCRAT,0.3878,1,1,0,3,0,0,0,0
1984,MARYLAND,MD,REPUBLICAN,0.5251,DEMOCRAT,0.4702,1,1,1,3,0,0,0,0
1984,MASSACHUSETTS,MA,REPUBLICAN,0.5122,DEMOCRAT,0.4843,1,1,0,2,0,0,0,0
1984,MICHIGAN,MI,REPUBLICAN,0.5923,DEMOCRAT,0.4024,1,1,1,8,0,0,0,0
1984,MINNESOTA,MN,DEMOCRAT,0.4972,REPUBLICAN,0.4954,1,1,1,8,0,0,0,0
1984,MISSISSIPPI,MS,REPUBLICAN,0.6188,DEMOCRAT,0.3742,1,1,1,5,0,0,0,0
1984,MISSOURI,MO,REPUBLICAN,0.6002,DEMOCRAT,0.3998,1,1,0,0,0,0,0,0
1984,MONTANA,MT,REPUBLICAN,0.6047,DEMOCRAT,0.3818,1,1,1,0,0,0,0,0
1984,NEBRASKA,NE,REPUBLICAN,0.7055,DEMOCRAT,0.2881,1,1,1,2,0,0,0,0
1984,NEVADA,NV,REPUBLICAN,0.6677,DEMOCRAT,0.3242,1,1,1,0,0,0,0,0
1984,NEW HAMPSHIRE,NH,REPUBLICAN,0.6867,DEMOCRAT,0.3095,1,1,1,2,0,0,0,0
1984,NEW JERSEY,NJ,REPUBLICAN,0.6009,DEMOCRAT,0.392,1,1,1,6,0,0,0,0
1984,NEW MEXICO,NM,REPUBLICAN,0.597,DEMOCRAT,0.3923,1,1,1,5,0,0,0,0
1984,NEW YORK,NY,REPUBLICAN,0.4961,DEMOCRAT,0.4409,1,1,1,6,0,0,0,0
1984,NORTH CAROLINA,NC,REPUBLICAN,0.619,DEMOCRAT,0.3789,1,1,1,1,0,0,0,0
1984,NORTH DAKOTA,ND,REPUBLICAN,0.6484,DEMOCRAT,0.338,1,1,1,7,0,0,0,0
1984,OHIO,OH,REPUBLICAN,0.587,DEMOCRAT,0.4,1,1,1,6,0,0,0,0
1984,OKLAHOMA,OK,REPUBLICAN,0.6861,DEMOCRAT,0.3067,1,1,1,0,0,0,0,0
1984,OREGON,OR,REPUBLICAN,0.5591,DEMOCRAT,0.4374,1,1,0,1,0,0,0,0
1984,PENNSYLVANIA,PA,REPUBLICAN,0.5334,DEMOCRAT,0.4599,1,1,1,3,0,0,0,0
1984,RHODE ISLAND,RI,REPUBLICAN,0.5167,DEMOCRAT,0.4802,1,1,1,6,0,0,0,0
1984,SOUTH CAROLINA,SC,REPUBLICAN,0.6355,DEMOCRAT,0.3557,1,1,1,2,0,0,0,0
1984,SOUTH DAKOTA,SD,REPUBLICAN,0.63,DEMOCRAT,0.3653,1,1,0,2,0,0,0,0
1984,TENNESSEE,TN,REPUBLICAN,0.5784,DEMOCRAT,0.4157,1,1,1,7,0,0,0,0
1984,TEXAS,TX,REPUBLICAN,0.6361,DEMOCRAT,0.3611,1,1,0,2,0,0,0,0
1984,UTAH,UT,REPUBLICAN,0.745,DEMOCRAT,0.2468,1,1,1,5,0,0,0,0
